name,name_ar,sku,barcode,category,unit,supplier,cost_price,selling_price,vat,quantity,min_stock,published
FEUL PUMP TS-3802 X/G N/M,,FEUL-PUMP-TS-3802,,AL,pcs,,1353.00,1353.00,default,28,0,yes
6208 AAH BEARING,,6208-AAH,,AEROMAX,pcs,,398.00,398.00,default,5,0,yes
LIDAR PATRI XLI /GLI,,LIDAR-PATRI,,AAH,pcs,,115.00,115.00,default,9,0,yes
ENGINE F. MAZDA,,ENGINE-F.,,AAH,pcs,,350.00,350.00,default,3,0,yes
LIDAR PATRI SMALL COROLA EE90/100,,LIDAR-PATRI-SMALL,,AAH,pcs,,21.00,21.00,default,18,0,yes
CHINA MAGIC 302,,CHINA-MAGIC-302,,AAA,pcs,,48.00,48.00,default,625,0,yes
TIPAT GEN 1NZ XLI/GLI X/G,,TIPAT-GEN-1NZ,,302,pcs,,215.00,215.00,default,470,0,yes
FEUL PUMP SB10 XLI/GLI O/M,,FEUL-PUMP-SB10,,302,pcs,,1250.00,1250.00,default,2,0,yes
M/S 2006 XLI/GLI,,M/S-2006,,302,pcs,,3797.00,3797.00,default,4,0,yes
WATER BODY 101 XLI/G,,WATER-BODY-101,,302,pcs,,1772.00,1772.00,default,21,0,yes
PLUG OIL SEAL XLI 4A/5E,,PLUG-OIL-SEAL,,302,pcs,,168.00,168.00,default,10,0,yes
C/S XLI UPER XLI /GLI UPER,,C/S-XLI-UPER,,302,pcs,,1515.00,1515.00,default,14,0,yes
TIE RAD 2005 X/G 2005,,TIE-RAD-2005,,302,pcs,,1724.00,1724.00,default,20,0,yes
SHOKE FOAM BIG X/G,,SHOKE-FOAM-BIG,,302,pcs,,134.00,134.00,default,244,0,yes
SHOKE GLASS VITZ F,,SHOKE-GLASS-VITZ-F,,302,pcs,,123.00,123.00,default,15,0,yes
TANKI CUP 660 SUZUKI 660,,TANKI-CUP-660,,302,pcs,,405.00,405.00,default,85,0,yes
CINTER BUSH 660 BEARING SUZUKI 660,,CINTER-BUSH-660-BEARING,,302,pcs,,132.00,132.00,default,1,0,yes
WATER BODY 14A SUZUKI,,WATER-BODY-14A,,302,pcs,,2032.00,2032.00,default,41,0,yes
SHOKE HANDI RBR SUZUKI,,SHOKE-HANDI-RBR-SUZUKI,,302,pcs,,78.00,78.00,default,6,0,yes
BALL JIONT BOOT 660 SUZUKI,,BALL-JIONT-BOOT-660,,302,pcs,,187.00,187.00,default,2,0,yes
PLUG SUZUKI,,PLUG-SUZUKI,,302,pcs,,210.00,210.00,default,2,0,yes
AIR PIP SUZUKI 660 SMALL,,AIR-PIP-SUZUKI-660,,302,pcs,,102.00,102.00,default,20,0,yes
O/S 20-42 SHOKE OIL SEAL,,O/S-20-42,,302,pcs,,63.00,63.00,default,18,0,yes
6302 TANG BOR RMX,,6302-TANG-BOR,,302,pcs,,330.00,330.00,default,20,0,yes
O/S 48-62-7 R CORROLA,,O/S-48-62-7,,302,pcs,,47.00,47.00,default,6,0,yes
O/S 38-74-11 PNION,,O/S-38-74-11,,302,pcs,,63.00,63.00,default,40,0,yes
CHAMRA LAL MAZDA,,CHAMRA-LAL,,302,pcs,,355.00,355.00,default,6,0,yes
CHAMRI KALA MAZDA,,CHAMRI-KALA,,302,pcs,,255.00,255.00,default,10,0,yes
JEEK O/S 40-48-6 MAZDA,,JEEK-O/S-40-48-6,,302,pcs,,110.00,110.00,default,20,0,yes
JEEK O/S 40-48-5/6.5 MAZDA,,JEEK-O/S-40-48-5/6.5,,302,pcs,,110.00,110.00,default,20,0,yes
M/S 2 NATA MASTER SYLINDER 2.D,,M/S-2-NATA,,302,pcs,,2822.00,2822.00,default,5,0,yes
C/S MAZDA 201-920 MAZDA LOWER CLUCH LOWER,,C/S-MAZDA-201-920,,302,pcs,,710.00,710.00,default,2,0,yes
C/S 32-020 EE90/100 LOWER CLUCH XLI 2.D 13/16,,C/S-32-020,,302,pcs,,758.00,758.00,default,11,0,yes
C/S 24011 2.D X/G,,C/S-24011,,302,pcs,,965.00,965.00,default,8,0,yes
TIMING BELT SUZUKI 660,,TIMING-BELT,,BGF,pcs,,504.00,504.00,default,45,0,yes
5214N/A369 ASUKI VIZEL DISC PAD FF,,5214N/A369-ASUKI,,BANDO,pcs,,3600.00,3600.00,default,2,0,yes
ASUKI-2288 BREAK SHOE R COROLA EE90/100,,ASUKI-2288,,BANDO,pcs,,2240.00,2240.00,default,1,0,yes
ASUKI 9919 BRAKE SHO,,ASUKI-9919,,BANDO,pcs,,2660.00,2660.00,default,4,0,yes
O/S 42-55-9. SUZUKI 660,,O/S-42-55-9.,,ASUKI,pcs,,45.00,45.00,default,24,0,yes
O/S 25-37-5 TM SEAL XLI/16WAL,,O/S-25-37-5,,ASD,pcs,,155.00,155.00,default,2,0,yes
O/S 70-92-8.5 MIAN SEAL 16 VALE,,O/S-70-92-8.5,,ASD,pcs,,169.00,169.00,default,23,0,yes
O/S 75-100-8.5 MIAN 0/S 16VALE,,O/S-75-100-8.5,,ASD,pcs,,176.00,176.00,default,54,0,yes
O/S 52-66-7 5/12 FRONT SEAL COROLA SMALL,,O/S-52-66-7-5/12,,ASD,pcs,,100.00,100.00,default,19,0,yes
O/S 38-65-12/19 EXCEL SEAL,,O/S-38-65-12/19,,ASD,pcs,,2227.00,2227.00,default,3,0,yes
O/S 38-63-9.15 EXCEL SEAL,,O/S-38-63-9.15,,ASD,pcs,,254.00,254.00,default,40,0,yes
O/S 34-54-9.15 EXCEL O/S XLI,,O/S-34-54-9.15,,ASD,pcs,,120.00,120.00,default,23,0,yes
O/S 30-46-8,,O/S-30-46-8,,ASD,pcs,,60.00,60.00,default,20,0,yes
O/S 24-43-8.5,,O/S-24-43-8.5,,ASD,pcs,,60.00,60.00,default,8,0,yes
O/S 30-52-8,,O/S-30-52-8,,ASD,pcs,,75.00,75.00,default,90,0,yes
O/S 32-46-6. HILUX,,O/S-32-46-6.,,ASA,pcs,,43.00,43.00,default,52,0,yes
LN85 HAND BRAKE CABLE HILUX,,LN85,,AMIRACK,pcs,,1845.00,1845.00,default,1,0,yes
EE100 H/BCABLE,,EE100,,AMIRACK,pcs,,1729.00,1729.00,default,8,0,yes
EE90 H/B CABLE,,EE90,,AMIRACK,pcs,,1566.00,1566.00,default,3,0,yes
6300 ALCO BEARING 6300,,6300-ALCO,,ALFALAH,pcs,,75.00,75.00,default,28,0,yes
6200 ALCO BEARING 6200,,6200-ALCO,,ALFALAH,pcs,,60.00,60.00,default,66,0,yes
TERMINAL XLI,,TERMINAL-XLI,,ALCO,pcs,,70.00,70.00,default,24,0,yes
PEUSE XLI X G COROLA,,PEUSE-XLI,,ALCO,pcs,,320.00,320.00,default,3,0,yes
"BOOT CAT., AXCEL BOOT CUT 660 CAT SUZUKI",,"BOOT-CAT.,",,ALCO,pcs,,118.00,118.00,default,62,0,yes
BOOT CAT. AXCEL BOOT CAT SADA.,,BOOT-CAT.,,ALCO,pcs,,144.00,144.00,default,23,0,yes
"BOOT CAT , AXCEL BOOT CAT SADA SUZUKI 660",,"BOOT-CAT-,",,ALCO,pcs,,134.00,134.00,default,127,0,yes
"BOOT CAT.,. AXCEL BOOT 2.D SADA CAT94 2D",,"BOOT-CAT.,.",,ALCO,pcs,,127.00,127.00,default,32,0,yes
BOOT CAT... AXCEL BOOT 2.D SADA CAT COROLA 88,,BOOT-CAT...,,ALCO,pcs,,130.00,130.00,default,56,0,yes
"BOOT CAT. ., AXCEL BOOT CUT CAT 2.D COROLA",,"BOOT-CAT.-.,",,ALCO,pcs,,128.00,128.00,default,113,0,yes
CATAF 02310 ARM BUSH XLI REAR,,CATAF-02310,,ALCO,pcs,,688.00,688.00,default,37,0,yes
CATAF TIMING DIESEL 94,,CATAF-TIMING-DIESEL,,ALCO,pcs,,555.00,555.00,default,2,0,yes
CATAF CUT BUSH 24,,CATAF-CUT-BUSH-24,,ALCO,pcs,,65.00,65.00,default,16,0,yes
CATAF CUT BUSH 23,,CATAF-CUT-BUSH-23,,ALCO,pcs,,62.00,62.00,default,4,0,yes
CATAF CUT BUSH 21,,CATAF-CUT-BUSH-21,,ALCO,pcs,,64.00,64.00,default,29,0,yes
CATAF CUT BUSH 19,,CATAF-CUT-BUSH-19,,ALCO,pcs,,65.00,65.00,default,16,0,yes
CATAF GEAR BUSH XLI,,CATAF-GEAR-BUSH,,CAT,pcs,,503.00,503.00,default,8,0,yes
CATAF TIMING RIFAL XLI,,CATAF-TIMING-RIFAL,,CAT,pcs,,510.00,510.00,default,16,0,yes
CA-91B VIGO 4/2 F,,CA-91B,,CAT,pcs,,2137.00,2137.00,default,67,0,yes
CA-131 SWIFT NEW,,CA-131,,CAT,pcs,,1565.00,1565.00,default,92,0,yes
CA-130B SWIFT IV,,CA-130B,,CAT,pcs,,1854.00,1854.00,default,78,0,yes
"CA-219 HILUX,SURF,SSR",,CA-219,,CAT,pcs,,2236.00,2236.00,default,48,0,yes
"CA-86 HILUX 4WD,PRADO",,CA-86,,CAT,pcs,,2203.00,2203.00,default,67,0,yes
CA-94 HIACE F,,CA-94,,CAT,pcs,,2302.00,2302.00,default,2,0,yes
"CA-130 F PASSO,MIRA,MOVE,BO",,CA-130,,CAT,pcs,,1564.00,1564.00,default,70,0,yes
"CAT9027 DISC PAD FRONT ALTO,VXR,KEI",,CAT9027,,CAT,pcs,,765.00,765.00,default,26,0,yes
CA-77 DISC PAD COROLLA E100,,CA-77,,CAT,pcs,,1632.00,1632.00,default,321,0,yes
CATAF 96 GOL CHUMTA BUSH 2D,,CATAF-96-GOL,,CAT,pcs,,360.00,360.00,default,4,0,yes
"CA-322 CE110,CDE110,CAMRY F",,CA-322,,CAT,pcs,,2203.00,2203.00,default,46,0,yes
CA-554 CATAF DISC PAD R XLI GLI SE SALON,,CA-554,,CAT,pcs,,1366.00,1366.00,default,292,0,yes
CA-79 CATAF DISC PAD R COROLA PRIUS RACTIS X/G N/M,,CA-79,,CAT,pcs,,1400.00,1400.00,default,248,0,yes
CA-75B CATAF DISC PAD F VITZ PRIUS BELTA AX AQUA,,CA-75B,,CAT,pcs,,1782.00,1782.00,default,225,0,yes
CA-75 CATAF DISC PAD F VITZ PLATZ PROBOX,,CA-75,,CAT,pcs,,1580.00,1580.00,default,292,0,yes
CA-9017 CATAF DISC PAD F PICKUP 660 SUZUKI,,CA-9017,,CAT,pcs,,1425.00,1425.00,default,530,0,yes
CA-91 CATAF DISC PAD F HILUX 84,,CA-91,,CAT,pcs,,2108.00,2108.00,default,57,0,yes
CA-73 CATAF DISC PAD F COROLLA FELDER PREMIO,,CA-73,,CAT,pcs,,2145.00,2145.00,default,259,0,yes
CA-76 CATAF DISC PAD F COROLA FELDER PRIMIO,,CA-76,,CAT,pcs,,1690.00,1690.00,default,301,0,yes
"CA-125 ALTO,VXR,KEI",,CA-125,,CAT,pcs,,1497.00,1497.00,default,11,0,yes
"CA-124 ALTO,FX,REVO",,CA-124,,CAT,pcs,,1525.00,1525.00,default,61,0,yes
"CA-125B ALTO JAPAN,WAGON-R",,CA-125B,,CAT,pcs,,1489.00,1489.00,default,6,0,yes
CATAF TIMING BUSH PETROL 16 WAL PETROL,,CATAF-TIMING-BUSH-PETROL,,CAT,pcs,,545.00,545.00,default,4,0,yes
PLUG XLI BOIL X/G XLI,,PLUG-XLI-BOIL,,CA,pcs,,789.00,789.00,default,13,0,yes
TERMINAL BIG BATRYTERMINAL,,TERMINAL-BIG,,BOIL,pcs,,1142.00,1142.00,default,6,0,yes
O/S 25-37-8.5 TM SEAL XLI/16WAL,,O/S-25-37-8.5,,BH,pcs,,61.00,61.00,default,54,0,yes
"TIE RAD BOOT XLI/GLI 2,D",,TIE-RAD-BOOT,,CRULSE,pcs,,160.00,160.00,default,5,0,yes
BOOT CAT.... XLI CUT,,BOOT-CAT....,,CRULSE,pcs,,127.00,127.00,default,1,0,yes
SHOK PACKING XLI /GLI,,SHOK-PACKING,,CRULSE,pcs,,27.00,27.00,default,120,0,yes
CAT-9959 VXR R,,CAT-9959,,CRULSE,pcs,,772.00,772.00,default,1,0,yes
CATAF 52020 TUBE BUSH VITZ OLD,,CATAF-52020,,CRULSE,pcs,,607.00,607.00,default,20,0,yes
BOOT CAT . STEERING BOOT CAT.SUZUKI 660,,BOOT-CAT-.,,CRULSE,pcs,,134.00,134.00,default,144,0,yes
BOOT CAT. . STEERING BOOT CAT 2010 GLI/XLI N/M,,BOOT-CAT.-.,,CRULSE,pcs,,126.00,126.00,default,16,0,yes
BOOT CAT.. STEERING BOOT CAT 2005,,BOOT-CAT..,,CRULSE,pcs,,141.00,141.00,default,158,0,yes
BOOT CAT'. STEERING BOOT CAT 2.D COROLLA,,BOOT-CAT'.,,CRULSE,pcs,,144.00,144.00,default,87,0,yes
CATAF RUSH SMALL,,CATAF-RUSH-SMALL,,CRULSE,pcs,,460.00,460.00,default,4,0,yes
CATAF RUSH BIG,,CATAF-RUSH-BIG,,CRULSE,pcs,,655.00,655.00,default,12,0,yes
CATAF RIFAL XLI REAR RIFAL,,CATAF-RIFAL-XLI,,CRULSE,pcs,,505.00,505.00,default,4,0,yes
CATAF R4 BIG RA4 BIG,,CATAF-R4-BIG,,CRULSE,pcs,,405.00,405.00,default,5,0,yes
CATAF SWIFT CHUMTA BUSH O/M,,CATAF-SWIFT-CHUMTA-BUSH,,CRULSE,pcs,,405.00,405.00,default,8,0,yes
"BOOT ., MINAR BOOT LOCAL GLI/XLI N/M 2.D",,"BOOT-.,",,CRULSE,pcs,,71.00,71.00,default,15,0,yes
CATAF 12170 LOWER BUSH XLI FRONT,,CATAF-12170,,CRULSE,pcs,,530.00,530.00,default,15,0,yes
CATAF OD051 LOWER BUSH VITZ NEW FRONT,,CATAF-OD051,,CRULSE,pcs,,401.00,401.00,default,4,0,yes
CATAF 12120 LOWER BUSH SMALL F XLI,,CATAF-12120,,CRULSE,pcs,,285.00,285.00,default,104,0,yes
CATAF JUKE BIG,,CATAF-JUKE-BIG,,CRULSE,pcs,,625.00,625.00,default,8,0,yes
BOOT CAT..... HIACE STEERING BOOT,,BOOT-CAT.....,,CRULSE,pcs,,152.00,152.00,default,55,0,yes
CATAF MAZDA 3500 GEAR FOUNDATION,,CATAF-MAZDA-3500,,CRULSE,pcs,,180.00,180.00,default,30,0,yes
CATAF MAZDA T3500 ENGINE T3500,,CATAF-MAZDA-T3500,,CRULSE,pcs,,484.00,484.00,default,4,0,yes
"CAT2254 DISC PAD XLI,GLI,SE SALON REAR",,CAT2254,,CRULSE,pcs,,820.00,820.00,default,2,0,yes
"CAT2204 DISC PAD REAR GLI,XLI",,CAT2204,,CRULSE,pcs,,765.00,765.00,default,2,0,yes
CAT2064 DISC PAD HILUX NEW MODEL HIACE,,CAT2064,,CRULSE,pcs,,1050.00,1050.00,default,15,0,yes
CAT2183 DISC PAD FRONT XLI/GLI O/M,,CAT2183,,CRULSE,pcs,,772.00,772.00,default,29,0,yes
CAT2174 DISC PAD FRONT VITZ O/M,,CAT2174,,CRULSE,pcs,,770.00,770.00,default,20,0,yes
CAT9039 DISC PAD FRONT SWIFT NEW,,CAT9039,,CRULSE,pcs,,820.00,820.00,default,27,0,yes
CAT2252 DISC PAD FRONT NEW VITZ PRIUS AQUA,,CAT2252,,CRULSE,pcs,,820.00,820.00,default,14,0,yes
"CAT2274 DISC PAD FRONT GLI,XLI",,CAT2274,,CRULSE,pcs,,862.00,862.00,default,5,0,yes
CAT RUSH/MARCH DISC PAD F/R RUSH MARCH,,CAT-RUSH/MARCH,,CRULSE,pcs,,800.00,800.00,default,2,0,yes
CAT2023 DISC PAD F CORROLA EE90/100,,CAT2023,,CRULSE,pcs,,770.00,770.00,default,9,0,yes
CAT2020 DISC PAD 4/4 SSR HILUX O/M,,CAT2020,,CRULSE,pcs,,870.00,870.00,default,8,0,yes
CATAF CUT BUSH 22,,CATAF-CUT-BUSH-22,,CRULSE,pcs,,65.00,65.00,default,16,0,yes
CATAF 88 BIG COROLA EE90,,CATAF-88-BIG,,CRULSE,pcs,,290.00,290.00,default,16,0,yes
CATAF CUT BUSH 88 COROLA,,CATAF-CUT-BUSH-88,,CRULSE,pcs,,90.00,90.00,default,12,0,yes
CATAF 88 SMALL CHUMTA BUSH EE90 SMALL,,CATAF-88-SMALL,,CRULSE,pcs,,240.00,240.00,default,10,0,yes
CATAF 92 BIG CHUMTA BUSH EE100,,CATAF-92-BIG,,CRULSE,pcs,,230.00,230.00,default,10,0,yes
CAT-2350 BREAK SHOE REAR VITZ O/M,,CAT-2350,,CRULSE,pcs,,828.00,828.00,default,5,0,yes
CAT-2342 BREAK SHOE R FIELDER X/G O/M,,CAT-2342,,CRULSE,pcs,,781.00,781.00,default,34,0,yes
CAT-2288 BREAK SHOE R COROLA EE90/100,,CAT-2288,,CRULSE,pcs,,880.00,880.00,default,4,0,yes
CAT-2203 BREAK SHOE R COROLA 4WD EE90/100,,CAT-2203,,CRULSE,pcs,,831.00,831.00,default,6,0,yes
CAT-9919B BREAK SHOE R 660 SUZUKI NEW,,CAT-9919B,,CRULSE,pcs,,874.00,874.00,default,24,0,yes
CAT-9932 BRAKE SHOE FRONT 660 SUZUKI,,CAT-9932,,CRULSE,pcs,,880.00,880.00,default,3,0,yes
"BOOT CAT,., AXCEL BOOT SADA SSR CAT SSR",,"BOOT-CAT,.,",,CRULSE,pcs,,140.00,140.00,default,36,0,yes
BOOT ;CAT AXCEL BOOT SADA CAT VITZ,,BOOT-;CAT,,CRULSE,pcs,,128.00,128.00,default,88,0,yes
C/S WASHER 1102 5/8 JAPAN COROLA HILUX X/G,,C/S-WASHER-1102-5/8-JAPAN,,CRULSE,pcs,,114.00,114.00,default,100,0,yes
C/S WASHER 1132 5/8 JAPAN COROLA G/X,,C/S-WASHER-1132-5/8-JAPAN,,CRULSE,pcs,,113.00,113.00,default,32,0,yes
M/S WASHER 1221 13/16 JAPAN COROLA,,M/S-WASHER-1221-13/16-JAPAN,,CRULSE,pcs,,204.00,204.00,default,115,0,yes
M/S WASHER 1153 13/16 CHINA COROLA,,M/S-WASHER-1153-13/16-CHINA,,CRULSE,pcs,,62.00,62.00,default,5,0,yes
M/S WASHER 1153 13/16 JAPAN COROLA,,M/S-WASHER-1153-13/16-JAPAN,,CRULSE,pcs,,183.00,183.00,default,14,0,yes
M/S WASHER CHIA 7/8 CHINA S,,M/S-WASHER-CHIA-7/8,,CRULSE,pcs,,62.00,62.00,default,112,0,yes
M/S WASHER CHINA 13/16 CHINA S,,M/S-WASHER-CHINA-13/16,,CRULSE,pcs,,62.00,62.00,default,135,0,yes
FIC 1036 J B/W,,FIC-1036-J,,CRULSE,pcs,,57.00,57.00,default,320,0,yes
CLUCH KIT 1226 7/8 KIT LOWER,,CLUCH-KIT-1226,,CRULSE,pcs,,109.00,109.00,default,163,0,yes
CLUCH KIT 1214 3/4 J 3/4 KIT,,CLUCH-KIT-1214-3/4-J,,CRULSE,pcs,,419.00,419.00,default,20,0,yes
CLUCH KIT 1270 JAPAN,,CLUCH-KIT-1270-JAPAN,,CRULSE,pcs,,454.00,454.00,default,20,0,yes
CLUCH KIT 1224 FIC 13/16 .,,CLUCH-KIT-1224-FIC-13/16-.,,CRULSE,pcs,,464.00,464.00,default,10,0,yes
CLUCH KIT 1224 FIC 13/16,,CLUCH-KIT-1224-FIC-13/16,,CRULSE,pcs,,97.00,97.00,default,130,0,yes
S/W MAZDA SMALL,,S/W-MAZDA-SMALL,,CRULSE,pcs,,45.00,45.00,default,70,0,yes
S/W MAZDA MEDIUM,,S/W-MAZDA-MEDIUM,,CRULSE,pcs,,55.00,55.00,default,60,0,yes
S/W MAZDA BIG,,S/W-MAZDA-BIG,,CRULSE,pcs,,63.00,63.00,default,110,0,yes
6205 FDM BEARING 6205,,6205-FDM,,FIC,pcs,,140.00,140.00,default,22,0,yes
6204 FDM BEARING 6204,,6204-FDM,,FIC,pcs,,144.00,144.00,default,36,0,yes
JPU42004A3 FA G TIMING BEARIG SUZUKI 660 PICKUP,,JPU42004A3-FA-G,,FDM,pcs,,621.00,621.00,default,53,0,yes
60CRN31P6 FA G CLUCH EE90/100,,60CRN31P6-FA-G,,FDM,pcs,,660.00,660.00,default,20,0,yes
32209 FA G BEARING MAZDA R,,32209-FA-G,,FDM,pcs,,671.00,671.00,default,8,0,yes
32207FA G BEARING MAZDA F,,32207FA-G,,FDM,pcs,,551.00,551.00,default,22,0,yes
32010 FA G BEARING MAZDA,,32010-FA-G,,FDM,pcs,,735.00,735.00,default,10,0,yes
4012 FA G BEARING 4012 F COROLA X/G,,4012-FA-G,,FDM,pcs,,1356.00,1356.00,default,18,0,yes
35BCDS2 FA G 4WD COROLA,,35BCDS2-FA-G,,FDM,pcs,,524.00,524.00,default,20,0,yes
30BCDS2 FA G 4WD,,30BCDS2-FA-G,,FDM,pcs,,380.00,380.00,default,8,0,yes
4012 DRS F/BEARING,,4012-DRS,,FA GOLD,pcs,,1004.00,1004.00,default,6,0,yes
6206 S MAX BEARING SUZUKI 660,,6206-S-MAX,,FA GOLD,pcs,,219.00,219.00,default,117,0,yes
3815 DRS BEARING DRS 3815 F COROLA 4WD,,3815-DRS,,FA GOLD,pcs,,1060.00,1060.00,default,5,0,yes
DEPOXI MAGIC NIL,,DEPOXI-MAGIC,,DRS,pcs,,463.00,463.00,default,14,0,yes
O/S 35-47-7 SUZUKI,,O/S-35-47-7,,DEPOXI,pcs,,69.00,69.00,default,38,0,yes
O/S 22-36-7. SHOK O/S,,O/S-22-36-7.,,DEPOXI,pcs,,55.00,55.00,default,50,0,yes
O/S 50-68-9. HILUX F,,O/S-50-68-9.,,DEPOXI,pcs,,124.00,124.00,default,40,0,yes
C/S WASHER MAZDA 1132 5/8,,C/S-WASHER-MAZDA-1132-5/8,,DAYCON,pcs,,27.00,27.00,default,40,0,yes
C/KIT COMPLETE 1102 5/8,,C/KIT-COMPLETE-1102-5/8,,DAYCON,pcs,,190.00,190.00,default,108,0,yes
CLUCH KIT 1214 FIC 3/4 KIT 3/4,,CLUCH-KIT-1214-FIC-3/4,,DAYCON,pcs,,94.00,94.00,default,70,0,yes
M/S WASHER 1151 15/16 CHINA HILUX 4WD,,M/S-WASHER-1151-15/16-CHINA,,DAYCON,pcs,,62.00,62.00,default,10,0,yes
M/S WASHER 1151 15/16 JAPAN HILUX 4WD,,M/S-WASHER-1151-15/16-JAPAN,,DAYCON,pcs,,180.00,180.00,default,117,0,yes
