name,name_ar,sku,barcode,category,unit,supplier,cost_price,selling_price,vat,quantity,min_stock,published
Nadec Yogurt 170g,زبادي نادك ١٧٠ جم,BAQ-0028,,Dairy,cup,,0.00,0.00,default,0,0,no
Nadec Cheese Spread 240g,جبنة نادك قابلة للدهن ٢٤٠ جم,BAQ-0029,,Dairy,pkt,,0.00,0.00,default,0,0,no
Nadec Butter 200g,زبدة نادك ٢٠٠ جم,BAQ-0030,,Dairy,pkt,,0.00,0.00,default,0,0,no
Saudia Fresh Milk 1L,حليب السعودية الطازج ١ لتر,BAQ-0031,,Dairy,L,,0.00,0.00,default,0,0,no
Saudia Laban 1L,لبن السعودية ١ لتر,BAQ-0032,,Dairy,L,,0.00,0.00,default,0,0,no
Saudia Evaporated Milk 410g,حليب السعودية المبخر ٤١٠ جم,BAQ-0033,,Dairy,can,,0.00,0.00,default,0,0,no
Saudia Condensed Milk 397g,حليب السعودية المكثف ٣٩٧ جم,BAQ-0034,,Dairy,can,,0.00,0.00,default,0,0,no
Nada Fresh Milk 1L,حليب ندى الطازج ١ لتر,BAQ-0035,,Dairy,L,,0.00,0.00,default,0,0,no
Nada Laban 1L,لبن ندى ١ لتر,BAQ-0036,,Dairy,L,,0.00,0.00,default,0,0,no
Alsafi Fresh Milk 1L,حليب الصافي الطازج ١ لتر,BAQ-0037,,Dairy,L,,0.00,0.00,default,0,0,no
Nido Full Cream Milk Powder 400g,حليب نيدو المجفف كامل الدسم ٤٠٠ جم,BAQ-0038,,Dairy,can,,0.00,0.00,default,0,0,no
Nido Full Cream Milk Powder 900g,حليب نيدو المجفف كامل الدسم ٩٠٠ جم,BAQ-0039,,Dairy,can,,0.00,0.00,default,0,0,no
Nido Full Cream Milk Powder 1.8kg,حليب نيدو المجفف كامل الدسم ١٫٨ كجم,BAQ-0040,,Dairy,can,,0.00,0.00,default,0,0,no
Puck Cream Cheese 240g,جبنة بوك الكريمية ٢٤٠ جم,BAQ-0041,,Dairy,box,,0.00,0.00,default,0,0,no
Puck Cream Cheese 500g,جبنة بوك الكريمية ٥٠٠ جم,BAQ-0042,,Dairy,box,,0.00,0.00,default,0,0,no
Puck Cheese Triangles 120g,مثلثات جبن بوك ١٢٠ جم,BAQ-0043,,Dairy,box,,0.00,0.00,default,0,0,no
Puck Cheese Triangles 240g,مثلثات جبن بوك ٢٤٠ جم,BAQ-0044,,Dairy,box,,0.00,0.00,default,0,0,no
Kraft Cheese Slices 200g,شرائح جبن كرافت ٢٠٠ جم,BAQ-0045,,Dairy,pkt,,0.00,0.00,default,0,0,no
Kraft Cheddar 250g,جبن شيدر كرافت ٢٥٠ جم,BAQ-0046,,Dairy,pkt,,0.00,0.00,default,0,0,no
Kiri Cheese Portions 8 pcs,جبن كيري ٨ قطع,BAQ-0047,,Dairy,box,,0.00,0.00,default,0,0,no
Philadelphia Cream Cheese 150g,جبنة فيلادلفيا ١٥٠ جم,BAQ-0048,,Dairy,pkt,,0.00,0.00,default,0,0,no
Lurpak Butter 200g,زبدة لورباك ٢٠٠ جم,BAQ-0049,,Dairy,pkt,,0.00,0.00,default,0,0,no
President Butter 200g,زبدة بريزيدن ٢٠٠ جم,BAQ-0050,,Dairy,pkt,,0.00,0.00,default,0,0,no
Rainbow Condensed Milk 397g,حليب رينبو المكثف ٣٩٧ جم,BAQ-0051,,Dairy,can,,0.00,0.00,default,0,0,no
Coffee Mate Creamer 400g,كوفي ميت ٤٠٠ جم,BAQ-0052,,Dairy,jar,,0.00,0.00,default,0,0,no
Almarai Ghee 400g,سمن المراعي ٤٠٠ جم,BAQ-0053,,Dairy,jar,,0.00,0.00,default,0,0,no
Almarai Ghee 800g,سمن المراعي ٨٠٠ جم,BAQ-0054,,Dairy,jar,,0.00,0.00,default,0,0,no
Fresh Eggs 6 pcs,بيض طازج ٦ حبات,BAQ-0055,,Eggs,pcs,,0.00,0.00,default,0,0,no
Fresh Eggs 15 pcs,بيض طازج ١٥ حبة,BAQ-0056,,Eggs,tray,,0.00,0.00,default,0,0,no
Fresh Eggs 30 pcs,بيض طازج ٣٠ حبة,BAQ-0057,,Eggs,tray,,0.00,0.00,default,0,0,no
Almarai Eggs 30 pcs,بيض المراعي ٣٠ حبة,BAQ-0058,,Eggs,tray,,0.00,0.00,default,0,0,no
White Eggs 30 pcs,بيض أبيض ٣٠ حبة,BAQ-0059,,Eggs,tray,,0.00,0.00,default,0,0,no
Brown Eggs 15 pcs,بيض بني ١٥ حبة,BAQ-0060,,Eggs,tray,,0.00,0.00,default,0,0,no
Arabic Bread 5 pcs,خبز عربي ٥ أرغفة,BAQ-0061,,Bread & Bakery,pkt,,0.00,0.00,default,0,0,no
Arabic Bread Large,خبز عربي كبير,BAQ-0062,,Bread & Bakery,pcs,,0.00,0.00,default,0,0,no
Samoli White 6 pcs,صامولي أبيض ٦ حبات,BAQ-0063,,Bread & Bakery,pkt,,0.00,0.00,default,0,0,no
Samoli Brown 6 pcs,صامولي أسمر ٦ حبات,BAQ-0064,,Bread & Bakery,pkt,,0.00,0.00,default,0,0,no
Toast White 600g,توست أبيض ٦٠٠ جم,BAQ-0065,,Bread & Bakery,pkt,,0.00,0.00,default,0,0,no
Toast Brown 600g,توست أسمر ٦٠٠ جم,BAQ-0066,,Bread & Bakery,pkt,,0.00,0.00,default,0,0,no
Burger Buns 6 pcs,خبز برجر ٦ حبات,BAQ-0067,,Bread & Bakery,pkt,,0.00,0.00,default,0,0,no
Hot Dog Buns 6 pcs,خبز هوت دوغ ٦ حبات,BAQ-0068,,Bread & Bakery,pkt,,0.00,0.00,default,0,0,no
Kaak 200g,كعك ٢٠٠ جم,BAQ-0069,,Bread & Bakery,pkt,,0.00,0.00,default,0,0,no
Croissant Plain 4 pcs,كرواسون سادة ٤ حبات,BAQ-0070,,Bread & Bakery,pkt,,0.00,0.00,default,0,0,no
Croissant Chocolate 4 pcs,كرواسون شوكولاتة ٤ حبات,BAQ-0071,,Bread & Bakery,pkt,,0.00,0.00,default,0,0,no
Cake Slice Chocolate,قطعة كيك شوكولاتة,BAQ-0072,,Bread & Bakery,pcs,,0.00,0.00,default,0,0,no
Cupcakes 4 pcs,كب كيك ٤ حبات,BAQ-0073,,Bread & Bakery,pkt,,0.00,0.00,default,0,0,no
Puff Pastry 400g,عجينة puff pastry ٤٠٠ جم,BAQ-0074,,Bread & Bakery,pkt,,0.00,0.00,default,0,0,no
Sambousek Cheese 6 pcs,سمبوسة جبن ٦ حبات,BAQ-0075,,Bread & Bakery,pkt,,0.00,0.00,default,0,0,no
Sambousek Meat 6 pcs,سمبوسة لحم ٦ حبات,BAQ-0076,,Bread & Bakery,pkt,,0.00,0.00,default,0,0,no
Fatayer Spinach 6 pcs,فطائر سبانخ ٦ حبات,BAQ-0077,,Bread & Bakery,pkt,,0.00,0.00,default,0,0,no
Fatayer Cheese 6 pcs,فطائر جبن ٦ حبات,BAQ-0078,,Bread & Bakery,pkt,,0.00,0.00,default,0,0,no
Maamoul Dates 400g,معمول تمر ٤٠٠ جم,BAQ-0079,,Bread & Bakery,box,,0.00,0.00,default,0,0,no
Rusk Toast 400g,بقسماط ٤٠٠ جم,BAQ-0080,,Bread & Bakery,pkt,,0.00,0.00,default,0,0,no
Nova Water 200ml,مياه نوفا ٢٠٠ مل,BAQ-0081,,Water,bottle,,0.00,0.00,default,0,0,no
Nova Water 330ml,مياه نوفا ٣٣٠ مل,BAQ-0082,,Water,bottle,,0.00,0.00,default,0,0,no
Nova Water 600ml,مياه نوفا ٦٠٠ مل,BAQ-0083,,Water,bottle,,0.00,0.00,default,0,0,no
Nova Water 1.5L,مياه نوفا ١٫٥ لتر,BAQ-0084,,Water,bottle,,0.00,0.00,default,0,0,no
Nova Water 330ml 40 pack,مياه نوفا ٣٣٠ مل ٤٠ حبة,BAQ-0085,,Water,pack,,0.00,0.00,default,0,0,no
Nova Water 1.5L 6 pack,مياه نوفا ١٫٥ لتر ٦ حبات,BAQ-0086,,Water,pack,,0.00,0.00,default,0,0,no
Berain Water 330ml,مياه بيرين ٣٣٠ مل,BAQ-0087,,Water,bottle,,0.00,0.00,default,0,0,no
Berain Water 600ml,مياه بيرين ٦٠٠ مل,BAQ-0088,,Water,bottle,,0.00,0.00,default,0,0,no
Berain Water 1.5L,مياه بيرين ١٫٥ لتر,BAQ-0089,,Water,bottle,,0.00,0.00,default,0,0,no
Berain Water 1.5L 6 pack,مياه بيرين ١٫٥ لتر ٦ حبات,BAQ-0090,,Water,pack,,0.00,0.00,default,0,0,no
Aquafina Water 330ml,مياه أكوافينا ٣٣٠ مل,BAQ-0091,,Water,bottle,,0.00,0.00,default,0,0,no
Aquafina Water 600ml,مياه أكوافينا ٦٠٠ مل,BAQ-0092,,Water,bottle,,0.00,0.00,default,0,0,no
Aquafina Water 1.5L,مياه أكوافينا ١٫٥ لتر,BAQ-0093,,Water,bottle,,0.00,0.00,default,0,0,no
Nestle Pure Life 330ml,نستله بيور لايف ٣٣٠ مل,BAQ-0094,,Water,bottle,,0.00,0.00,default,0,0,no
Nestle Pure Life 600ml,نستله بيور لايف ٦٠٠ مل,BAQ-0095,,Water,bottle,,0.00,0.00,default,0,0,no
Nestle Pure Life 1.5L,نستله بيور لايف ١٫٥ لتر,BAQ-0096,,Water,bottle,,0.00,0.00,default,0,0,no
Hana Water 600ml,مياه هناء ٦٠٠ مل,BAQ-0097,,Water,bottle,,0.00,0.00,default,0,0,no
Hana Water 1.5L,مياه هناء ١٫٥ لتر,BAQ-0098,,Water,bottle,,0.00,0.00,default,0,0,no
Naqi Water 600ml,مياه نقي ٦٠٠ مل,BAQ-0099,,Water,bottle,,0.00,0.00,default,0,0,no
Naqi Water 1.5L,مياه نقي ١٫٥ لتر,BAQ-0100,,Water,bottle,,0.00,0.00,default,0,0,no
Arwa Water 330ml,مياه أروى ٣٣٠ مل,BAQ-0101,,Water,bottle,,0.00,0.00,default,0,0,no
Arwa Water 1.5L,مياه أروى ١٫٥ لتر,BAQ-0102,,Water,bottle,,0.00,0.00,default,0,0,no
Evian Water 330ml,مياه إيفيان ٣٣٠ مل,BAQ-0103,,Water,bottle,,0.00,0.00,default,0,0,no
Evian Water 1.5L,مياه إيفيان ١٫٥ لتر,BAQ-0104,,Water,bottle,,0.00,0.00,default,0,0,no
Pepsi 330ml Can,بيبسي ٣٣٠ مل علبة,BAQ-0105,,Soft Drinks,can,,0.00,0.00,default,0,0,no
Pepsi 330ml Bottle,بيبسي ٣٣٠ مل زجاجة,BAQ-0106,,Soft Drinks,bottle,,0.00,0.00,default,0,0,no
Pepsi 1.25L,بيبسي ١٫٢٥ لتر,BAQ-0107,,Soft Drinks,bottle,,0.00,0.00,default,0,0,no
Pepsi 2.25L,بيبسي ٢٫٢٥ لتر,BAQ-0108,,Soft Drinks,bottle,,0.00,0.00,default,0,0,no
Diet Pepsi 330ml Can,بيبسي دايت ٣٣٠ مل,BAQ-0109,,Soft Drinks,can,,0.00,0.00,default,0,0,no
7UP 330ml Can,سفن أب ٣٣٠ مل علبة,BAQ-0110,,Soft Drinks,can,,0.00,0.00,default,0,0,no
7UP 1.25L,سفن أب ١٫٢٥ لتر,BAQ-0111,,Soft Drinks,bottle,,0.00,0.00,default,0,0,no
7UP 2.25L,سفن أب ٢٫٢٥ لتر,BAQ-0112,,Soft Drinks,bottle,,0.00,0.00,default,0,0,no
Mirinda Orange 330ml Can,ميرندا برتقال ٣٣٠ مل,BAQ-0113,,Soft Drinks,can,,0.00,0.00,default,0,0,no
Mirinda Orange 2.25L,ميرندا برتقال ٢٫٢٥ لتر,BAQ-0114,,Soft Drinks,bottle,,0.00,0.00,default,0,0,no
Mountain Dew 330ml Can,ماونتن ديو ٣٣٠ مل,BAQ-0115,,Soft Drinks,can,,0.00,0.00,default,0,0,no
Coca-Cola 330ml Can,كوكا كولا ٣٣٠ مل علبة,BAQ-0116,,Soft Drinks,can,,0.00,0.00,default,0,0,no
Coca-Cola 1.25L,كوكا كولا ١٫٢٥ لتر,BAQ-0117,,Soft Drinks,bottle,,0.00,0.00,default,0,0,no
Coca-Cola 2.25L,كوكا كولا ٢٫٢٥ لتر,BAQ-0118,,Soft Drinks,bottle,,0.00,0.00,default,0,0,no
Coca-Cola Zero 330ml Can,كوكا كولا زيرو ٣٣٠ مل,BAQ-0119,,Soft Drinks,can,,0.00,0.00,default,0,0,no
Sprite 330ml Can,سبرايت ٣٣٠ مل,BAQ-0120,,Soft Drinks,can,,0.00,0.00,default,0,0,no
Sprite 1.25L,سبرايت ١٫٢٥ لتر,BAQ-0121,,Soft Drinks,bottle,,0.00,0.00,default,0,0,no
Fanta Orange 330ml Can,فانتا برتقال ٣٣٠ مل,BAQ-0122,,Soft Drinks,can,,0.00,0.00,default,0,0,no
Fanta Orange 1.25L,فانتا برتقال ١٫٢٥ لتر,BAQ-0123,,Soft Drinks,bottle,,0.00,0.00,default,0,0,no
Vimto 330ml Can,فيمتو ٣٣٠ مل,BAQ-0124,,Soft Drinks,can,,0.00,0.00,default,0,0,no
Vimto 1L,فيمتو ١ لتر,BAQ-0125,,Soft Drinks,bottle,,0.00,0.00,default,0,0,no
Vimto 2.25L,فيمتو ٢٫٢٥ لتر,BAQ-0126,,Soft Drinks,bottle,,0.00,0.00,default,0,0,no
Kinza Cola 330ml Can,كنزا كولا ٣٣٠ مل,BAQ-0127,,Soft Drinks,can,,0.00,0.00,default,0,0,no
Kinza Cola 2.25L,كنزا كولا ٢٫٢٥ لتر,BAQ-0128,,Soft Drinks,bottle,,0.00,0.00,default,0,0,no
Schweppes Tonic 330ml,شويبس تونيك ٣٣٠ مل,BAQ-0129,,Soft Drinks,can,,0.00,0.00,default,0,0,no
Schweppes Lemon 330ml,شويبس ليمون ٣٣٠ مل,BAQ-0130,,Soft Drinks,can,,0.00,0.00,default,0,0,no
Almarai Orange Juice 200ml,عصير المراعي برتقال ٢٠٠ مل,BAQ-0131,,Juices,pcs,,0.00,0.00,default,0,0,no
Almarai Orange Juice 1L,عصير المراعي برتقال ١ لتر,BAQ-0132,,Juices,L,,0.00,0.00,default,0,0,no
Almarai Orange Juice 1.5L,عصير المراعي برتقال ١٫٥ لتر,BAQ-0133,,Juices,L,,0.00,0.00,default,0,0,no
Almarai Apple Juice 200ml,عصير المراعي تفاح ٢٠٠ مل,BAQ-0134,,Juices,pcs,,0.00,0.00,default,0,0,no
Almarai Apple Juice 1L,عصير المراعي تفاح ١ لتر,BAQ-0135,,Juices,L,,0.00,0.00,default,0,0,no
Almarai Mango Juice 1L,عصير المراعي مانجو ١ لتر,BAQ-0136,,Juices,L,,0.00,0.00,default,0,0,no
Almarai Mixed Fruit Juice 1L,عصير المراعي فواكه مشكلة ١ لتر,BAQ-0137,,Juices,L,,0.00,0.00,default,0,0,no
Almarai Cocktail Juice 1.5L,عصير المراعي كوكتيل ١٫٥ لتر,BAQ-0138,,Juices,L,,0.00,0.00,default,0,0,no
Al Rabie Orange Juice 200ml,عصير الربيع برتقال ٢٠٠ مل,BAQ-0139,,Juices,pcs,,0.00,0.00,default,0,0,no
Al Rabie Orange Juice 1L,عصير الربيع برتقال ١ لتر,BAQ-0140,,Juices,L,,0.00,0.00,default,0,0,no
Al Rabie Apple Juice 1L,عصير الربيع تفاح ١ لتر,BAQ-0141,,Juices,L,,0.00,0.00,default,0,0,no
Al Rabie Mango Juice 1L,عصير الربيع مانجو ١ لتر,BAQ-0142,,Juices,L,,0.00,0.00,default,0,0,no
Al Rabie Mixed Fruit Juice 1L,عصير الربيع فواكه مشكلة ١ لتر,BAQ-0143,,Juices,L,,0.00,0.00,default,0,0,no
Al Rabie Cocktail Juice 1L,عصير الربيع كوكتيل ١ لتر,BAQ-0144,,Juices,L,,0.00,0.00,default,0,0,no
Al Rabie Hibiscus Juice 1L,عصير الربيع كركديه ١ لتر,BAQ-0145,,Juices,L,,0.00,0.00,default,0,0,no
Al Rabie Tamarind Juice 1L,عصير الربيع تمر هندي ١ لتر,BAQ-0146,,Juices,L,,0.00,0.00,default,0,0,no
Nada Orange Juice 1L,عصير ندى برتقال ١ لتر,BAQ-0147,,Juices,L,,0.00,0.00,default,0,0,no
Nada Apple Juice 1L,عصير ندى تفاح ١ لتر,BAQ-0148,,Juices,L,,0.00,0.00,default,0,0,no
Rani Float Orange 240ml,راني فلوت برتقال ٢٤٠ مل,BAQ-0149,,Juices,can,,0.00,0.00,default,0,0,no
Rani Float Mango 240ml,راني فلوت مانجو ٢٤٠ مل,BAQ-0150,,Juices,can,,0.00,0.00,default,0,0,no
Rani Float Pineapple 240ml,راني فلوت أناناس ٢٤٠ مل,BAQ-0151,,Juices,can,,0.00,0.00,default,0,0,no
Rani Float Mixed Fruit 240ml,راني فلوت فواكه مشكلة ٢٤٠ مل,BAQ-0152,,Juices,can,,0.00,0.00,default,0,0,no
Suntop Orange 125ml,صن توب برتقال ١٢٥ مل,BAQ-0153,,Juices,pcs,,0.00,0.00,default,0,0,no
Suntop Apple 125ml,صن توب تفاح ١٢٥ مل,BAQ-0154,,Juices,pcs,,0.00,0.00,default,0,0,no
Suntop Mango 125ml,صن توب مانجو ١٢٥ مل,BAQ-0155,,Juices,pcs,,0.00,0.00,default,0,0,no
Capri Sun Orange 200ml,كابري سن برتقال ٢٠٠ مل,BAQ-0156,,Juices,pcs,,0.00,0.00,default,0,0,no
Capri Sun Apple 200ml,كابري سن تفاح ٢٠٠ مل,BAQ-0157,,Juices,pcs,,0.00,0.00,default,0,0,no
Lacnor Orange Juice 1L,عصير لاكنور برتقال ١ لتر,BAQ-0158,,Juices,L,,0.00,0.00,default,0,0,no
Rubicon Mango 1L,روبيكون مانجو ١ لتر,BAQ-0159,,Juices,L,,0.00,0.00,default,0,0,no
Caesar Mango Juice 1L,عصير سيزر مانجو ١ لتر,BAQ-0160,,Juices,L,,0.00,0.00,default,0,0,no
Lipton Yellow Label 25 bags,شاي ليبتون ٢٥ كيس,BAQ-0161,,Tea & Coffee,box,,0.00,0.00,default,0,0,no
Lipton Yellow Label 50 bags,شاي ليبتون ٥٠ كيس,BAQ-0162,,Tea & Coffee,box,,0.00,0.00,default,0,0,no
Lipton Yellow Label 100 bags,شاي ليبتون ١٠٠ كيس,BAQ-0163,,Tea & Coffee,box,,0.00,0.00,default,0,0,no
Lipton Yellow Label 200 bags,شاي ليبتون ٢٠٠ كيس,BAQ-0164,,Tea & Coffee,box,,0.00,0.00,default,0,0,no
Lipton Green Tea 25 bags,شاي ليبتون الأخضر ٢٥ كيس,BAQ-0165,,Tea & Coffee,box,,0.00,0.00,default,0,0,no
Lipton Loose Black Tea 200g,شاي ليبتون سائب ٢٠٠ جم,BAQ-0166,,Tea & Coffee,pkt,,0.00,0.00,default,0,0,no
Rabea Black Tea 100 bags,شاي ربيع ١٠٠ كيس,BAQ-0167,,Tea & Coffee,box,,0.00,0.00,default,0,0,no
Rabea Black Tea 200 bags,شاي ربيع ٢٠٠ كيس,BAQ-0168,,Tea & Coffee,box,,0.00,0.00,default,0,0,no
Rabea Green Tea 100 bags,شاي ربيع الأخضر ١٠٠ كيس,BAQ-0169,,Tea & Coffee,box,,0.00,0.00,default,0,0,no
Red Label Tea 100 bags,شاي ريد ليبل ١٠٠ كيس,BAQ-0170,,Tea & Coffee,box,,0.00,0.00,default,0,0,no
Ahmad Tea 100 bags,شاي أحمد ١٠٠ كيس,BAQ-0171,,Tea & Coffee,box,,0.00,0.00,default,0,0,no
Nescafe Classic 50g,نسكافيه كلاسيك ٥٠ جم,BAQ-0172,,Tea & Coffee,jar,,0.00,0.00,default,0,0,no
Nescafe Classic 100g,نسكافيه كلاسيك ١٠٠ جم,BAQ-0173,,Tea & Coffee,jar,,0.00,0.00,default,0,0,no
Nescafe Classic 200g,نسكافيه كلاسيك ٢٠٠ جم,BAQ-0174,,Tea & Coffee,jar,,0.00,0.00,default,0,0,no
Nescafe Gold 100g,نسكافيه جولد ١٠٠ جم,BAQ-0175,,Tea & Coffee,jar,,0.00,0.00,default,0,0,no
Nescafe Gold 200g,نسكافيه جولد ٢٠٠ جم,BAQ-0176,,Tea & Coffee,jar,,0.00,0.00,default,0,0,no
Nescafe 3 in 1 20 sachets,نسكافيه ٣ في ١ ٢٠ ظرف,BAQ-0177,,Tea & Coffee,box,,0.00,0.00,default,0,0,no
Nescafe 3 in 1 30 sachets,نسكافيه ٣ في ١ ٣٠ ظرف,BAQ-0178,,Tea & Coffee,box,,0.00,0.00,default,0,0,no
Al Ameed Arabic Coffee 250g,قهوة العميد العربية ٢٥٠ جم,BAQ-0179,,Tea & Coffee,pkt,,0.00,0.00,default,0,0,no
Al Ameed Arabic Coffee 500g,قهوة العميد العربية ٥٠٠ جم,BAQ-0180,,Tea & Coffee,pkt,,0.00,0.00,default,0,0,no
Al Ameed Turkish Coffee 250g,قهوة العميد التركية ٢٥٠ جم,BAQ-0181,,Tea & Coffee,pkt,,0.00,0.00,default,0,0,no
Al Ameed Cardamom Coffee 250g,قهوة العميد بالهيل ٢٥٠ جم,BAQ-0182,,Tea & Coffee,pkt,,0.00,0.00,default,0,0,no
Najjar Coffee 200g,قهوة نجار ٢٠٠ جم,BAQ-0183,,Tea & Coffee,pkt,,0.00,0.00,default,0,0,no
Lipton Iced Tea Peach 320ml,شاي ليبتون المثلج خوخ ٣٢٠ مل,BAQ-0184,,Tea & Coffee,bottle,,0.00,0.00,default,0,0,no
Red Bull 250ml,ريد بول ٢٥٠ مل,BAQ-0185,,Energy & Malt Drinks,can,,0.00,0.00,default,0,0,no
Red Bull Sugar Free 250ml,ريد بول خالي السكر ٢٥٠ مل,BAQ-0186,,Energy & Malt Drinks,can,,0.00,0.00,default,0,0,no
Sting Energy 250ml,ستينج ٢٥٠ مل,BAQ-0187,,Energy & Malt Drinks,can,,0.00,0.00,default,0,0,no
Code Red 250ml,كود رد ٢٥٠ مل,BAQ-0188,,Energy & Malt Drinks,can,,0.00,0.00,default,0,0,no
Power Horse 250ml,باور هورس ٢٥٠ مل,BAQ-0189,,Energy & Malt Drinks,can,,0.00,0.00,default,0,0,no
Bison Energy 250ml,بايسن ٢٥٠ مل,BAQ-0190,,Energy & Malt Drinks,can,,0.00,0.00,default,0,0,no
Barbican Apple 330ml,باربيكان تفاح ٣٣٠ مل,BAQ-0191,,Energy & Malt Drinks,bottle,,0.00,0.00,default,0,0,no
Barbican Pomegranate 330ml,باربيكان رمان ٣٣٠ مل,BAQ-0192,,Energy & Malt Drinks,bottle,,0.00,0.00,default,0,0,no
Barbican Raspberry 330ml,باربيكان توت ٣٣٠ مل,BAQ-0193,,Energy & Malt Drinks,bottle,,0.00,0.00,default,0,0,no
Moussy Classic 330ml,موسي كلاسيك ٣٣٠ مل,BAQ-0194,,Energy & Malt Drinks,bottle,,0.00,0.00,default,0,0,no
Moussy Apple 330ml,موسي تفاح ٣٣٠ مل,BAQ-0195,,Energy & Malt Drinks,bottle,,0.00,0.00,default,0,0,no
Abu Kass Basmati Rice 2kg,أرز أبو كاس بسمتي ٢ كجم,BAQ-0196,,Rice,bag,,0.00,0.00,default,0,0,no
Abu Kass Basmati Rice 5kg,أرز أبو كاس بسمتي ٥ كجم,BAQ-0197,,Rice,bag,,0.00,0.00,default,0,0,no
Abu Kass Basmati Rice 10kg,أرز أبو كاس بسمتي ١٠ كجم,BAQ-0198,,Rice,bag,,0.00,0.00,default,0,0,no
Al Osra Egyptian Rice 5kg,أرز الأسرة مصري ٥ كجم,BAQ-0199,,Rice,bag,,0.00,0.00,default,0,0,no
Al Osra Egyptian Rice 10kg,أرز الأسرة مصري ١٠ كجم,BAQ-0200,,Rice,bag,,0.00,0.00,default,0,0,no
India Gate Basmati 1kg,أرز إنديا جيت بسمتي ١ كجم,BAQ-0201,,Rice,bag,,0.00,0.00,default,0,0,no
India Gate Basmati 5kg,أرز إنديا جيت بسمتي ٥ كجم,BAQ-0202,,Rice,bag,,0.00,0.00,default,0,0,no
